City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
278,Khatanga,48,RU,1586733520,95,71.97,102.5,6.64,9.89
279,Morant Bay,20,JM,1586733559,79,17.88,-76.41,84.2,29.97
280,Akdepe,89,TM,1586733654,70,42.06,59.38,51.8,6.93
281,Santa Cruz de la Sierra,0,BO,1586733604,45,-17.8,-63.17,84.2,11.41
282,Wanxian,94,CN,1586733657,53,30.8,108.39,60.76,3.53
283,Aldan,93,RU,1586733525,82,58.6,125.39,27.79,7.29
284,Asău,0,RO,1586733659,49,46.43,26.4,46.4,16.11
285,Mosquera,75,CO,1586733623,52,4.71,-74.23,64.4,11.41
286,Beloha,0,MG,1586733661,71,-25.17,45.05,73.22,5.17
287,Nioki,100,CD,1586733662,89,-2.72,17.68,72.18,1.7
288,Inta,100,RU,1586733663,94,66.03,60.17,18.48,5.91
289,Katsuura,75,JP,1586733664,93,35.13,140.3,51.8,14.99
290,Patacamaya,3,BO,1586733665,17,-17.23,-67.92,49.3,1.32
291,Hibbing,90,US,1586733667,64,47.43,-92.94,32,13.87
292,Xingyi,99,CN,1586733668,49,24.19,102.82,50.13,3.36
293,Srednekolymsk,90,RU,1586733669,93,67.45,153.68,16.41,8.37
294,Constitución,9,CL,1586733670,70,-35.33,-72.42,51.93,8.48
295,Kloulklubed,75,PW,1586733671,83,7.04,134.26,82.4,5.82
296,Torbat-e Jām,86,IR,1586733672,64,35.24,60.62,54.72,4.99
297,Monrovia,75,LR,1586733673,94,6.3,-10.8,75.2,3.36
298,‘Ewa Beach,20,US,1586733674,57,21.32,-158.01,82.4,11.41
299,Lüderitz,7,NA,1586733675,100,-26.65,15.16,60.8,10.29
300,San Patricio,40,MX,1586733497,78,19.22,-104.7,82.4,9.17
301,Puerto Asís,92,CO,1586733678,85,0.51,-76.5,74.86,0.36
302,Bartica,20,GY,1586733679,78,6.4,-58.62,78.8,6.93
303,Baykit,16,RU,1586733680,94,61.67,96.37,29.5,0.72
304,Vysokogornyy,0,RU,1586733681,53,50.12,139.15,40.64,1.25
305,Kompaniyivka,42,UA,1586733682,63,48.25,32.21,39.65,7.14
306,Michigan City,90,US,1586733387,87,41.71,-86.89,61,10.29
307,Yerbogachën,16,RU,1586733684,83,61.28,108.01,32.65,3.78
308,Bikaner,58,IN,1586733685,21,28.02,73.3,87.22,11.14
309,Nuuk,90,GL,1586733686,69,64.18,-51.72,37.4,38.03
310,Bayshore Gardens,1,US,1586733688,55,27.43,-82.59,91,16.11
311,Olafsvik,100,IS,1586733689,86,64.89,-23.71,42.28,27.31
312,Te Anau,45,NZ,1586733534,72,-45.42,167.72,42.91,11.27
313,Yining,0,CN,1586733691,57,29.04,114.56,55.96,1.88
314,Barcelos,90,PT,1586733577,93,41.54,-8.62,55.4,9.17
315,Lompoc,90,US,1586733693,72,34.64,-120.46,62.01,12.75
316,Vehari,78,PK,1586733557,28,30.03,72.35,80.6,5.23
317,Teguise,20,ES,1586733695,68,29.06,-13.56,64.4,8.05
318,Camalú,8,MX,1586733696,54,30.85,-116.07,63,13
319,Krasnogorskoye,78,RU,1586733697,82,52.3,86.2,33.98,3
320,Lagoa,3,PT,1586733698,83,39.05,-27.98,61.11,9.01
321,San Cristobal,40,VE,1586733659,58,7.77,-72.22,87.8,6.93
322,Viña del Mar,90,CL,1586733701,62,-33.02,-71.55,59,3.36
323,Mount Isa,23,AU,1586733702,27,-20.73,139.5,77,12.35
324,Caçu,7,BR,1586733703,75,-18.56,-51.13,71.38,1.99
325,Opunake,44,NZ,1586733704,64,-39.46,173.86,62.01,10
326,Zinacantán,5,MX,1586733705,30,16.75,-92.7,93.2,11.41
327,Seminole,90,US,1586733536,69,28.71,-81.21,89.6,14.99
328,Vanimo,100,PG,1586733707,85,-2.67,141.3,79.54,9.46
329,Praia da Vitória,75,PT,1586733708,77,38.73,-27.07,60.8,11.65
330,Kendari,85,ID,1586733710,87,-3.94,122.5,80.28,1.83
331,Río Gallegos,96,AR,1586733711,66,-51.62,-69.22,53.6,19.46
332,Lebu,0,CL,1586733712,71,-37.62,-73.65,52.05,12.37
333,Porto-Novo,40,BJ,1586733713,83,6.5,2.6,84.2,11.41
334,Patan,75,NP,1586733714,82,27.67,85.33,64.4,2.24
335,Antofagasta,90,CL,1586733715,77,-23.65,-70.4,64.4,10.29
336,Arrondissement de Morlaix,90,FR,1586733716,87,48.58,-4,53.6,5.82
337,Uvalde,1,US,1586733717,42,29.37,-99.77,82.4,20.8
338,Bani Walid,27,LY,1586733719,61,31.76,13.99,56.7,5.53
339,Cabadiangan,29,PH,1586733720,66,9.75,122.47,81.37,3.62
340,Kovernino,0,RU,1586733721,90,57.13,43.81,27.41,3.62
341,Iranshahr,100,IR,1586733722,32,27.2,60.68,78.3,1.21
342,Kushiro,75,JP,1586733723,80,42.98,144.37,35.6,8.05
343,Santoña,75,ES,1586733724,100,43.44,-3.46,57.99,4.7
344,Black River,20,JM,1586733725,74,18.03,-77.85,86,12.75
345,Rock Sound,16,BS,1586733607,83,24.9,-76.2,76.78,21.39
346,Metro,54,ID,1586733727,89,-5.11,105.31,76.87,2.95
347,Varhaug,75,NO,1586733728,69,58.61,5.65,36,29.97
348,Fuerte Olimpo,0,PY,1586733729,49,-21.04,-57.87,75.31,3.47
349,Sharlyk,62,RU,1586733731,79,52.92,54.75,34.9,10.2
350,Salalah,20,OM,1586733732,69,17.02,54.09,82.4,8.05
351,Panjāb,94,AF,1586733733,36,34.39,67.02,38.32,2.84
352,Gazli,78,UZ,1586733734,53,40.13,63.45,58.48,8.59
353,Tautira,48,PF,1586733735,66,-17.73,-149.15,89.6,5.82
354,Worland,90,US,1586733736,42,44.02,-107.96,30.99,17.22
355,Bambous Virieux,40,MU,1586733737,83,-20.34,57.76,77,12.75
356,Valparaíso,90,CL,1586733738,62,-33.04,-71.63,59,3.36
357,Ortona,83,IT,1586733739,66,42.35,14.4,54,5.82
358,Kahului,75,US,1586733740,65,20.89,-156.47,78.8,12.75
359,Padilla,75,CO,1586733742,73,3.22,-76.31,77,3.36
360,Galesong,20,ID,1586733743,94,-5.32,119.37,77,4.7
361,Bata,40,GQ,1586733744,100,1.86,9.77,78.8,4.7
362,Nortelândia,96,BR,1586733745,83,-14.45,-56.8,75.67,0.56
363,Luau,90,AO,1586733746,71,-10.71,22.22,64.49,3
364,Watsa,98,CD,1586733747,76,3.04,29.54,65.3,2.95
365,Thanatpin,0,MM,1586733748,88,17.21,96.3,77,5.82
366,Tzucacab,3,MX,1586733749,29,20.07,-89.05,93.02,7.38
367,Tambura,100,SS,1586733750,69,5.6,27.47,72.18,3.53
368,Wanning,83,CN,1586733751,68,18.8,110.4,68.63,9.31
369,Mayo,90,US,1586733752,59,38.89,-76.51,70,13.87
370,Rabaul,81,PG,1586733754,66,-4.2,152.17,86.05,3.53
371,Toshām,60,IN,1586733755,29,28.88,75.92,81.25,2.82
372,Soyo,99,AO,1586733756,89,-6.13,12.37,77.16,7.65
373,New Iberia,90,US,1586733757,94,30,-91.82,80.6,16.11
374,Carahue,0,CL,1586733758,66,-38.7,-73.17,53.6,8.05
375,Rudersdorf,69,AT,1586733759,62,47.04,16.14,57.99,3.36
376,Samoded,96,RU,1586733760,89,63.61,40.51,29.28,13.69
377,Taunggyi,1,MM,1586733761,37,20.78,97.03,60.3,1.86
378,Biak,3,ID,1586733763,67,-0.91,122.88,81.23,1.41
379,Touros,74,BR,1586733764,83,-5.2,-35.46,80.6,9.17
380,Inhambane,0,MZ,1586733765,83,-23.86,35.38,75.13,11.23
381,Maniitsoq,100,GL,1586733766,95,65.42,-52.9,32.43,30.2
382,Mackay,75,AU,1586733767,88,-21.15,149.2,79,10.29
383,São João da Barra,84,BR,1586733768,74,-21.64,-41.05,73.02,8.21
384,Raja,73,SS,1586733769,42,8.46,25.68,75.06,3.42
385,West Bay,40,KY,1586733770,79,19.37,-81.42,84.99,10.29
386,Cap Malheureux,40,MU,1586733539,83,-19.98,57.61,77,12.75
387,Oeiras,100,BR,1586733773,84,-7.03,-42.13,76.32,0.56
388,Port Keats,89,AU,1586733774,73,-14.25,129.55,82.85,6.15
389,Ancud,20,CL,1586733775,87,-41.87,-73.82,50,3.36
390,Sète,83,FR,1586733776,76,43.4,3.7,57.99,6.93
391,Rio Grande,40,BR,1586733777,85,-32.03,-52.1,64,13.98
392,Shingū,75,JP,1586733778,87,33.73,135.98,46.4,19.46
393,Rørvik,83,NO,1586733780,77,64.86,11.24,36.5,45.45
394,Kaduqli,86,SD,1586733781,12,11.02,29.72,81.01,14.61
395,Acaraú,100,BR,1586733782,89,-2.89,-40.12,78.93,6.11
396,Andenes,100,NO,1586733783,82,69.31,16.12,32,34.45
397,Alice Springs,1,AU,1586733784,40,-23.7,133.88,71.6,9.17
398,Olenegorsk,100,RU,1586733785,95,68.15,33.3,26.91,11.79
399,Akçakoca,0,TR,1586733786,67,41.09,31.12,43.9,1.28
400,Turan,75,VN,1586733787,94,16.07,108.22,69.8,8.05
401,Saint George,40,US,1586733624,45,37.1,-113.58,64.4,11.41
402,Panguna,86,PG,1586733790,62,-6.32,155.48,80.94,1.41
403,Bogyiszló,86,HU,1586733791,52,46.39,18.83,52.29,8.41
404,Ifakara,100,TZ,1586733792,87,-8.13,36.68,72.52,1.57
405,Beaverton,1,US,1586733671,17,45.49,-122.8,66.99,9.17
406,Rawson,0,AR,1586733637,39,-43.3,-65.1,58.75,9.31
407,Tommot,84,RU,1586733795,85,58.96,126.29,31.51,8.05
408,Pakokku,8,MM,1586733796,43,21.33,95.1,78.76,2.89
409,Puerto Ayacucho,93,VE,1586733797,34,5.66,-67.62,93.2,2.24
410,Bytosh',74,RU,1586733798,71,53.82,34.09,36.86,7.45
411,Shache,32,CN,1586733800,21,38.42,77.24,54.82,2.57
412,Aksu,6,CN,1586733801,23,41.12,80.26,55.38,1.48
413,Hohhot,92,CN,1586733802,23,40.81,111.65,32,6.71
414,Morros,69,BR,1586733803,69,-9.45,-46.3,75.04,2.26
415,Valle de Allende,0,MX,1586733804,8,26.93,-105.4,76.75,12.57
416,Warmbad,15,NA,1586733805,57,-28.45,18.73,62.71,1.72
417,Scarborough,100,GB,1586733806,81,54.28,-0.4,46,17.22
418,El Rosario,5,MX,1586733807,25,24.26,-107.18,84.2,11.41
419,Tasiilaq,100,GL,1586733808,97,65.61,-37.64,32,40.26
420,Padang,100,ID,1586733809,77,-0.95,100.35,77.56,3.8
421,East London,0,ZA,1586733810,65,-33.02,27.91,64.85,12.24
422,Wau,96,SS,1586733812,57,7.7,28,78.03,3.09
423,Pozo Colorado,0,PY,1586733813,38,-23.49,-58.8,71.8,2.21
424,Van Buren,90,US,1586733814,93,35.44,-94.35,57.2,13.87
425,Ocós,40,GT,1586733815,59,14.51,-92.19,89.6,9.17
426,Skellefteå,90,SE,1586733816,86,64.75,20.95,30.2,21.92
427,Goianésia,47,BR,1586733817,74,-15.32,-49.12,71.8,1.79
428,Orlik,85,RU,1586733564,61,52.52,99.83,25.7,2.51
429,Princeville,43,CA,1586733819,70,45.77,-61.3,43,6.98
430,Kuito,100,AO,1586733820,59,-12.38,16.93,59.29,2.57
431,Hyères,78,FR,1586733821,76,43.12,6.12,60.01,3.36
432,Bereda,90,ES,1586733823,100,43.27,-7.54,54,13.87
433,Belle Fourche,90,US,1586733824,79,44.67,-103.85,26.01,13.87
434,Toora-Khem,41,RU,1586733825,56,52.47,96.11,35.64,1.14
435,Bermejo,20,AR,1586733826,55,-32.88,-68.8,64.4,5.82
436,Ust'-Ilimsk,0,RU,1586733631,78,58,102.66,34.47,2.24
437,Killybegs,42,IE,1586733545,88,54.63,-8.45,44.01,3
438,Ngunguru,17,NZ,1586733829,81,-35.62,174.5,66.99,5.99
439,Eirunepé,100,BR,1586733830,94,-6.66,-69.87,70.81,0.78
440,Winnemucca,1,US,1586733831,15,40.97,-117.74,55.4,5.82
441,Bosobolo,100,CD,1586733832,82,4.18,19.9,72.14,2.51
442,Bambanglipuro,14,ID,1586733833,78,-7.95,110.28,78.46,3.53
443,Abalak,98,RU,1586733835,89,58.13,68.59,40.23,7.87
444,San Ramon,1,US,1586733836,63,37.78,-121.98,75,6.93
445,Shimoda,75,JP,1586733837,93,34.67,138.95,53.6,41.38
446,Half Moon Bay,40,US,1586733731,82,37.46,-122.43,73,8.05
447,Sørland,100,NO,1586733839,88,67.67,12.69,33.01,51.58
448,Garissa,100,KE,1586733840,75,-0.45,39.64,80.08,11.05
449,Yeppoon,22,AU,1586733841,65,-23.13,150.73,77,10.29
450,Gbarnga,54,LR,1586733842,88,7,-9.47,74.21,2.77
451,Loa Janan,94,ID,1586733844,84,-0.58,117.09,79.81,3.91
452,Kurchum,100,KZ,1586733845,50,48.57,83.65,46.85,1.68
453,Talara,53,PE,1586733798,72,-4.58,-81.27,76.03,14.43
454,Berezovyy,52,RU,1586733847,47,51.67,135.7,47.23,1.48
455,Sālūmbar,3,IN,1586733848,22,24.13,74.05,82.27,3.8
456,Youkounkoun,86,GN,1586733849,52,12.53,-13.13,84.83,7.65
457,Cabedelo,20,BR,1586733850,83,-6.98,-34.83,80.6,3.36
458,Bonfim,70,BR,1586733851,48,3.08,-59.95,85.75,14.56
459,Melenki,0,RU,1586733853,85,55.33,41.63,30.11,2.93
460,Una,0,IN,1586733854,39,20.82,71.03,81.21,11.7
461,Luleå,70,SE,1586733855,97,65.58,22.15,32,11.41
462,Mozarlândia,48,BR,1586733856,71,-14.74,-50.57,77.9,1.83
463,Namatanai,92,PG,1586733857,71,-3.67,152.43,83.7,3.31
464,Tahoua,0,NE,1586733858,12,14.89,5.27,84.92,13.49
465,Tezu,89,IN,1586733859,36,27.92,96.17,71.22,2.55
466,Katobu,92,ID,1586733860,86,-4.94,122.53,79.18,2.44
467,Wasilla,90,US,1586733861,64,61.58,-149.44,39.2,4.7
468,Surgut,100,RU,1586733863,60,61.25,73.42,42.8,6.71
469,Husavik,56,IS,1586733864,88,66.04,-17.34,41,31.09
470,Necochea,100,AR,1586733865,98,-38.55,-58.74,59,3
471,Hickory,90,US,1586733656,93,35.73,-81.34,66.2,4.7
472,Vostok,0,RU,1586733867,39,46.49,135.88,45.95,2.48
473,Yaan,34,NG,1586733868,47,7.38,8.57,81.72,5.73
474,San Quintín,6,MX,1586733869,67,30.48,-115.95,61.9,15.79
475,Puerto Escondido,40,MX,1586733870,78,15.85,-97.07,80.6,6.93
476,Charter Township of Clinton,90,US,1586733756,76,42.59,-82.92,60.01,9.17
477,Skjervøy,100,NO,1586733724,92,70.03,20.97,32.47,16.51
478,Kaniama,100,CD,1586733874,73,-7.57,24.18,68.72,0.65
479,Abashiri,40,JP,1586733875,69,44.02,144.27,37.4,5.82
480,Reus,20,ES,1586733876,76,41.16,1.11,59,5.82
481,Berlevåg,100,NO,1586733877,91,70.86,29.09,32.7,24.79
482,Korsakov,0,RU,1586733878,64,46.63,142.78,37.4,2.24
483,Wakkanai,0,JP,1586733879,76,45.41,141.67,37.47,7.4
484,Gabú,48,GW,1586733880,58,12.28,-14.22,79.88,8.32
485,Summerside,40,CA,1586733881,42,46.4,-63.79,44.6,12.75
486,Ambon City,20,ID,1586733882,83,-3.7,128.18,78.8,8.05
487,Puerto Nariño,75,CO,1586733883,100,-3.77,-70.38,78.8,0.96
488,Plaster Rock,90,CA,1586733885,42,46.91,-67.39,48.2,6.93
489,Carballo,90,ES,1586733886,100,43.21,-8.69,54,5.82
490,Porto Seguro,90,BR,1586733887,94,-16.45,-39.06,75.2,9.17
491,Eugene,40,US,1586733658,36,44.05,-123.09,66.2,11.41
492,Khovd,81,MN,1586733889,35,48.01,91.64,40.39,3.13
493,Isabela,20,PH,1586733890,100,6.71,121.97,71.6,0.89
494,Nawanshahr,97,IN,1586733891,38,31.12,76.13,75.07,3.51
495,Riyadh,55,SA,1586733892,30,24.69,46.72,69.8,6.93
496,Erenhot,98,CN,1586733893,28,43.65,111.98,47.34,9.95
497,Tiznit Province,79,MA,1586733894,71,29.58,-9.5,55.31,9.55
498,Tupelo,90,US,1586733896,93,34.26,-88.7,69.8,9.17
499,Amiens,16,FR,1586733647,81,49.9,2.3,54,3.36
500,Tougan,60,BF,1586733898,23,13.07,-3.07,90.52,4.16
501,Mandera,99,KE,1586733899,12,3.94,41.87,80.01,3
502,Mersing,93,MY,1586733900,88,2.43,103.84,78.8,3.36
503,Sheridan,75,US,1586733901,67,44.83,-106.92,24.01,13.87
504,Khakhea,94,BW,1586733902,29,-24.69,23.49,74.59,3.67
505,Atar,1,MR,1586733903,19,20.52,-13.05,79.03,12.15
506,General Roca,2,AR,1586733905,72,-39.03,-67.58,60.8,6.62
507,Vestmannaeyjar,100,IS,1586733906,88,63.44,-20.27,44.28,22.97
508,Praia,20,CV,1586733609,64,14.92,-23.51,75.2,11.41
509,Dickinson,20,US,1586733908,19,29.46,-95.05,89.6,23.04
510,Hofn,84,IS,1586733909,83,64.25,-15.21,35.33,17.92
511,Alyangula,79,AU,1586733910,88,-13.85,136.42,82.4,6.42
512,Novy Urengoy,100,RU,1586733911,98,66.08,76.63,28.51,5.66
513,Verkhoyansk,50,RU,1586733912,92,67.54,133.38,22.21,7.83
514,Ngaoundéré,78,CM,1586733914,32,7.32,13.58,71.56,2.17
515,Olinda,40,BR,1586733915,70,-8.01,-34.86,84.2,5.82
516,Lavrentiya,100,RU,1586733916,97,65.58,-171,29.8,4.56
517,Botwood,20,CA,1586733917,51,49.15,-55.35,39.2,9.17
518,Ibiapina,100,BR,1586733918,81,-3.92,-40.89,68.14,1.07
519,Seymchan,100,RU,1586733919,90,62.88,152.43,21.78,0.6
520,Thunder Bay,90,CA,1586733885,47,48.4,-89.32,37.99,1.81
521,Fairbanks,90,US,1586733921,60,64.84,-147.72,46.4,4.7
522,Sept-Îles,75,CA,1586733922,51,50.2,-66.38,39.2,6.93
523,Boulder City,90,US,1586733822,55,35.98,-114.83,75,8.05
524,Vila Franca do Campo,75,PT,1586733925,77,37.72,-25.43,60.8,9.17
525,Bengkulu,93,ID,1586733926,80,-3.8,102.27,78.42,3.42
526,Atikokan,100,CA,1586733927,75,48.76,-91.62,31.26,5.77
527,Pacific Grove,90,US,1586733711,87,36.62,-121.92,63,13.87
528,Petropavlovsk-Kamchatskiy,17,RU,1586733706,55,53.05,158.65,35.6,4.47
529,Olinalá,50,MX,1586733930,14,17.83,-98.85,85.96,9.98
530,Pimentel,55,PE,1586733931,80,-6.84,-79.93,73,13.18
531,Kaohsiung City,40,TW,1586733932,46,22.62,120.31,66.2,9.17
532,Kaabong,100,UG,1586733933,49,3.48,34.15,67.95,4.59
533,Brae,96,GB,1586733935,59,60.4,-1.35,37.4,21.92
534,Gualaquiza,94,EC,1586733936,63,-3.4,-78.55,67.6,1.63
535,Leh,0,IN,1586733937,18,34.17,77.58,32.99,1.05
536,Loukhi,100,RU,1586733938,96,66.08,33.04,31.39,18.01
537,Ouadda,97,CF,1586733939,39,8.08,22.4,69.55,1.03
538,Port Montt,75,CL,1586733646,66,-41.47,-72.94,53.6,6.93
539,Ambatondrazaka,73,MG,1586733941,73,-17.83,48.42,63.82,3.78
540,Mariehamn,90,AX,1586733942,86,60.1,19.93,39.2,4.7
541,Leander,1,US,1586733784,19,30.58,-97.85,82.99,20.8
542,Erciş,40,TR,1586733944,60,39.03,43.36,42.8,12.75
543,Sola,75,VU,1586733946,79,-13.88,167.55,86,5.82
544,Mayya,34,RU,1586733947,91,61.73,130.28,32,11.18
545,Port Augusta,63,AU,1586733948,72,-32.5,137.77,63,3.36
546,Sabha,0,LY,1586733949,17,27.04,14.43,74.12,15.86
547,Grand Gaube,40,MU,1586733950,83,-20.01,57.66,77,12.75
548,Honiara,20,SB,1586733951,70,-9.43,159.95,87.8,6.93
549,Aasiaat,99,GL,1586733952,96,68.71,-52.87,33.01,8.9
550,Grand Baie,40,MU,1586733953,83,-20.02,57.58,77,12.75
551,Westport,1,US,1586733954,58,41.14,-73.36,61,5.82
552,Lunenburg,62,CA,1586733688,48,44.38,-64.32,48,1.01
553,Mfou,100,CM,1586733957,94,3.72,11.64,73.4,1.12
554,Shenjiamen,3,CN,1586733958,66,29.96,122.3,53.08,22.82
555,Lososina,50,RU,1586733959,77,49,140.31,38.43,4.23
556,Nemuro,0,JP,1586733960,87,43.32,145.57,34.02,10.22
557,Cairns,0,AU,1586733918,74,-16.92,145.77,84.99,5.82
